news_id	현재제목	현재길이	원제(중)	제안제목	제안길이	사유
179231	2026 지방 국유기업 산업 투자 및 협력 교류회 상하이에서 개최	36	城投转型应着眼“三集中、四赛道”  这场地方国企产业投资会干货满满	도시 투자 전환은 '3집합	14	길이초과(36>24), 원제번역과상이
178349	춘풍동력 연간 영업수익 197.46억 위안, 전년 대비 31.3%	36	这家浙江摩托车上市公司业绩创新高，七成收入来自海外	수입의 70%는 해외에서 나온다.	18	길이초과(36>24), 원제번역과상이
176190	중금공사(CICC) '고정 수익 플러스' 펀드 2025년 3조 위안 도달	40	差异化需求益盛，中欧基金“固收+”攻防双子星凭何脱颖而出？	중금공사(CICC) '고정 수익 플러스'	22	길이초과(40>24), 원제번역과상이
178858	국신증권 2025년 영업수익 241.43억 위안	26	又一家百亿净利券商！国信证券营收净利双增创近十年新高，财富、自营贡献超九成营收	국신증권 2025년 영업수익 241.43억	23	길이초과(26>24), 원제번역과상이
178756	5대 보험사 2025년 순이익 4200억 위안 돌파	28	五大险企2025年报：净利润创新高 转型成关键词丨金融价值观	5대 보험사의 2025년 연례 보고서: 순	23	길이초과(28>24), 원제번역과상이
178882	"항만구·산업·융자 상생" 교류회, AI 기술 경량화 논의	32	港融湾区新机遇：百亿市值上市公司培育计划发布	홍콩 융완구의 새로운 기회: 100억	20	길이초과(32>24), 원제번역과상이
181490	국유대형은행 AIC, 2025년 순이익 3800억 위안 돌파	33	五家AIC去年净赚超184亿元	AIC 5곳 작년 순이익 184억 위안	21	길이초과(33>24), 원제번역과상이
178600	상하이 푸둥 과창판 상장 기업 50개, 시총 1.4 조 위안	33	上海浦东开发开放36周年：科创板从0→50家+1000亿+14000亿  硬科技筑起科创高地	상하이 푸둥 개발 개방 36주년: 과창판	22	길이초과(33>24), 원제번역과상이
179472	UMC, 2026년 하반기 웨이퍼 가격 인상 예고	27	半导体又迎涨价函：代工厂联电下半年调价 涨幅最高15%	반도체 또 가격인상 서한: 파운드리	19	길이초과(27>24), 원제번역과상이
178904	인민은행장, 중국 금융 분야 위험 질서있게 해소 중	28	潘功胜：利润回升带动下，企业投资意愿回升	판공성: 이익 회복에 힘입어 기업의 투자	22	길이초과(28>24), 원제번역과상이
178348	상하이 사모투자펀드 고품질 발전 촉진 지침 발표	26	“让听得见炮声的人做决策”，上海发布16条举措为国资基金松绑	국자펀드 규제완화 16개조 발표	17	길이초과(26>24), 원제번역과상이
179979	즈위안 2025년 매출 10억 위안 돌파, AI 신제품 대거 출시	36	不止于卖机器人，智元极限冲刺百亿营收目标84昨天 21:46	100억 돌파 목표 84 어제 21:46	22	길이초과(36>24), 원제번역과상이
178885	AI 비디오 생성기술 2025년 20억 건 돌파	26	短剧提速换挡：AI从配角走向主创	단막극 스피드 업: AI가 조연에서 크리에	23	길이초과(26>24), 원제번역과상이
178730	CATL, 2026년 1분기 매출 1291억 위안 주가 신기록 갱신	37	【图解牛熊股】电池产业链爆发，宁德时代股价创历史新高	【그림의 강세 종목】배터리 산업 체인 폭발	23	길이초과(37>24), 원제번역과상이
179131	국무원 국자위, 중앙기업 저공경제 발전 회의 개최	27	国务院国资委：推动央企在低空经济领域实现更好发展	SASAC: 중앙기업이 저공 경제 분야	21	길이초과(27>24), 원제번역과상이
178487	중국 1분기 GDP 5% 성장, 수출입 11조 위안 초과	31	一季度经济增长超预期；伊朗重开霍尔木兹海峡丨一周热点回顾541小时前	1분기 경제 성장 예상 초과	15	길이초과(31>24), 원제번역과상이
178507	중국석유그룹 루루취안 "중국 천연가스 자급률 3200만톤 이상	34	识变、应变、求变——我国天然气产业拓路向新	변화 인식, 대응	9	길이초과(34>24), 원제번역과상이
178098	중국 에너지 저장 리튬 밧데리 1분기 출하량 215GWh	31	储能“有钱买不到货”  锂电业绩与股价水涨船高	에너지저장 '돈만 있으면 물건을 살	19	길이초과(31>24), 원제번역과상이
178629	우시 창다 신소재, 2억 4100만 위안 베이징 상장 성공	32	12:23城记 | 一周聚焦：硬科技企业密集上市，长三角锻造新质生产力“核心引擎”	12:23 도시 이야기 | 일주일간	19	길이초과(32>24), 원제번역과상이
178288	베이징, 버드나무 꽃가루 솜털 80% 줄이는 응집제 사용 시작	34	治理杨柳飞絮 北京打出科技“组合拳”	버드나무 솜털을 다스리기 위해 베이징	20	길이초과(34>24), 원제번역과상이
175660	국가데이터국, 2028년까지 고품질 데이터 세트 구축 계획 발표	35	我国将探索词元交易等新型数据集交易模式	중국은 어원 거래 등 신형 데이터 세트	21	길이초과(35>24), 원제번역과상이
176563	BYD, 2세대 블레이드 배터리를 탑재한 양산형 MPV 모델 D9 출시	39	比亚迪第1600万辆新能源汽车下线 再铸就产业里程碑  全球首台第二代腾势D9正式下线	BYD의 1600만 번째 신에너지 자동차	22	길이초과(39>24), 원제번역과상이
177026	즈위안 로봇 2026 연례 파트너 회의 상하이 개최	28	智元高喊千亿营收！彭志辉自揭“短板”：不缺钱、缺数据	즈위안 로봇 2026 연례 파트너 회	20	길이초과(28>24), 원제번역과상이
177293	원걸테크놀로지 주가 1417위안 돌파, 시가총액 1218억 위안	35	A股“股王”易主，源杰科技股价超越茅台	A주 '주왕' 바뀐 원걸테크 주가	18	길이초과(35>24), 원제번역과상이
176954	중국 국무원, 15차 5개년 계획 1분기 109개 공정 성과 발표	36	“十五五”首季，经济实现平稳良好开局	15차 5개년 계획 첫 분기에 경제	19	길이초과(36>24), 원제번역과상이
175127	중국 1분기 GDP 5.0% 증가, 33조 위안	26	一季度我国GDP同比增长5.0%	일사분기 중국 GDP는 전년 동기 대비	21	길이초과(26>24), 원제번역과상이
176071	하이천 저장, 6.25MWh 컨테이너 시스템 전시	27	AI+不起火：下一代“超级充电宝”还有多远？	하이천 저장, 6.25MWh 컨테이너	20	길이초과(27>24), 원제번역과상이
175510	구이저우 마오타이 2025년 매출 1720억 위안	27	贵州茅台2025年实现营收1720.54亿元	구이저우 마오타이는 2025년에 1720.54억 위안의 매출	33	길이초과(27>24), 원제번역과상이
175642	인민은행장 판궁성, 지정학 갈등으로 글로벌 무역 파편화 우려	33	【金融街发布】中国人民银行行长潘功胜出席二十国集团财长和央行行长会议	G20 재무장관	8	길이초과(33>24), 원제번역과상이
175533	중국인민은행, 해외 대출 레버리지 비율 1.5 상향 조정	31	跨境金融提质增效正当其时	국경을 초월한 금융의 질적 향상과 효율 증	23	길이초과(31>24), 원제번역과상이
175098	저장성 연구개발 투자 3.3%, 지역 혁신 능력 중국 정상권 유지	36	新思想指引科技强国建设新征程丨加快建设创新浙江 为建设科技强国作出更多浙江贡献	새로운 사상이 과학기술 강국 건설의 새로운	23	길이초과(36>24), 원제번역과상이
172453	AI 대형 모델, 수금 QR 코드로 결제 오류	25	通用AI和保险AI，用谁买保险更靠谱？	AI 대형 모델, 수금 QR 코드로 결제	22	길이초과(25>24), 원제번역과상이
171822	우체국저축은행과 교통은행 주가순자산비율 하락	24	分红难换溢价 估值分化显著——上市银行市值管理实战调查	배당난환 프리미엄 평가 분화 - 시중은행	22	원제번역과상이
173170	국가인터넷정보판공실, 불법 주식 추천 계정 7개 폐쇄	29	国家网信办持续整治网上金融信息乱象	CAC은 인터넷상의 금융정보 난맥상	19	길이초과(29>24), 원제번역과상이
173699	징둥, 초고화질 수집 단말기 JoyEgoCam, 맞춤형 대형 모델 JoyAI-RA 공개	48	当具身智能陷入“数据荒”，京东布局全链路基础设施	구체적인 지능이 "데이터 부족"에 빠졌을 때	24	길이초과(48>24), 원제번역과상이
173597	미봉테크놀로지, GPT5 100조 토큰 트레이닝 공개	29	智元旗下觅蜂发布一站式物理 AI 数据服务平台｜最前线	지원 산하의 미봉, 원스톱 물리 AI	20	길이초과(29>24), 원제번역과상이
172585	1분기 PPI 전년 전월대비 0.6% 하락, 3월 0.5% 상승	35	国家统计局谈PPI转正：国内市场供求关系进一步改善是最主要原因	NBS PPI 정규직 전환 논의: 중국	21	길이초과(35>24), 원제번역과상이
173011	신장 면화밭, 자율주행 장비 도입으로 생산성 200% 이상 증가	35	误差不到万分之一！播种用上北斗导航效率翻倍	신장 면화밭, 자율주행 장비 도입	18	길이초과(35>24), 원제번역과상이
172454	5대 전력그룹 매출 감소 속 순이익 388억 위안 증가	30	营收集体下滑，五大电力净利却破了历史纪录	매출 감소, 5대 전력 순이익 사상 최대	22	길이초과(30>24), 원제번역과상이
172205	카렌트·창모, 인공지능 생성형 CAD 도구 발표 기술적 진보	33	卡伦特·创模AI在京首发，开启工业智能生成式CAD新范式	카렌트·창모 AI 베이징 첫 출시	18	길이초과(33>24), 원제번역과상이
172455	국무원, 중앙기업 저고도 경제 발전 백서 발표	25	国务院国资委：国资央企要当好发展低空经济的长期资本、战略资本、耐心资本	SASAC: 국유자산 중앙기업은 저공경제	22	길이초과(25>24), 원제번역과상이
171966	21만 위안 인양막 중간엽 줄기세포 재수송 치료 여전히 임상 시험 단계	39	热点回应丨别迷信，干细胞治疗并非“万能疗法”	핫이슈 대응丨미신하지 마라	14	길이초과(39>24), 원제번역과상이
172335	홍징테크 19% 급등, 컴퓨팅 파워 임대 개념주 강세 지속	32	午评：创业板指涨2.66% 算力租赁、电池产业链集体活跃	오평: 창업판 지수 2.66% 상승	19	길이초과(32>24), 원제번역과상이
171823	하이난 자유무역항, 5년간 3800여 기업 참가	26	消博会搭台自贸港赋能 外资加速扎根海南	소비박람회가 대만 자유무역항을 설립	19	길이초과(26>24), 원제번역과상이
170458	중국 타이어 업계, 원자재 가격 상승에 3-5% 가격 인상 발표	35	轮胎行业涨价潮再发酵，多家上市公司月内多轮调价	타이어 업계의 가격 인상 추세가 다시	20	길이초과(35>24), 원제번역과상이
169657	상무부, 수출입 신용 지원 강화 방안 발표	23	两部门发文加大进出口信贷支持力度	두 부서가 공문을 발송하여 수출입 신용	21	원제번역과상이
170386	의약품 가격 개혁으로 산업 총이익 연평균 11.3% 증가	31	支持高水平创新药，推动药价公开透明——国新办吹风会解读《关于健全药品价格形成机制的若干意见》	의약품 가격 개혁으로 산업 총이익 연평균	22	길이초과(31>24), 원제번역과상이
169369	공업정보화부, 의약공업 5년 계획 발표 및 네 가지 조치 추진	34	工业和信息化部：正在编制《医药工业“十五五”发展规划》	공업정보화부에서는 '제15차 5개년 계획'	23	길이초과(34>24), 원제번역과상이
170601	칼륨인터내셔널,  AI 생성 허위 루머로 하루 시총 수십억 위안 증발	38	壹快评｜网络虚假信息屡屡坑害投资者，谁来管？何时休？21945分钟前	칼륨인터내셔널, AI 생성 허위 루머	20	길이초과(38>24), 원제번역과상이
170587	CATL, 1분기 영업수익 1291억 위안	23	宁德时代业绩会回应300亿元设立资源子公司、为何投资中恒电气	CATL 실적 발표회는 300억 위안 규모	23	원제번역과상이
169490	미군, 이란 항구 해상 봉쇄 시작 10척 이상 군함 파견	31	【环球财经】美国“切断伊朗海上贸易”影响几何	미 "이란 해상무역 차단" 영향력은?	20	길이초과(31>24), 원제번역과상이
166600	중국의  중동지역 수출입 3월 감소로 전환	23	中国海关总署回应伊朗战事对进出口影响	중국 해관총서는 이란 전쟁이 수출입에 미치	23	원제번역과상이
167453	난와테크, 2018년 설립 AI 보험 기술기업 홍콩 상장 신청	34	二度递表港交所！暖哇科技三年亏超6亿，调整后净利为何转正	난와테크, 2018년 설립 AI 보험	20	길이초과(34>24), 원제번역과상이
166106	간쑤성 바이인시, 비철금속 산업 매출 9.4조 위안 초과 성장	34	甘肃白银：延链补链壮大有色金属产业	감숙백은: 사슬을 연장하고 보완하여 유색금속 산업을 강화하다.	34	길이초과(34>24), 원제번역과상이
167341	광저우 농업상업은행 순이익 21억 위안 2년 하락 마감	30	2025银行年报观察室｜营收四连降，个贷不良承压，万亿广州农商行的成长焦虑	2025 은행 연차보고서 관찰실｜매출	20	길이초과(30>24), 원제번역과상이
169401	중국선박그룹, 740TEU 순수 전기 컨테이너 선박 인도 완료	34	中国首艘世界最大纯电动智能集装箱海船交付	중국, 세계 최대 순수 전기 스마트	19	길이초과(34>24), 원제번역과상이
166958	중국 정저우, 6만장 AI 가속 칩 클러스터 구축 완료	30	我国最大规模科学智能计算集群投入使用	중국 최대 규모의 과학 지능 계산 클러스터	23	길이초과(30>24), 원제번역과상이
163422	랴오닝 안산, 철강 실험실 개소로 고급화 추진	25	激发产业发展新动能丨交出钢铁产业转型“鞍山答卷”	산업 발전의 새로운 동력을 자극하다丨철강	22	길이초과(25>24), 원제번역과상이
167078	국무원, 신약 최초 가격 메커니즘 개선 14개 정책 발표	31	国办：对创新程度高、临床价值大的高水平创新药，支持在上市初期制定与高投入、高风险相符的价格	국무원 : 혁신도가 높고 임상적 가치가 큰	23	길이초과(31>24), 원제번역과상이
167575	중국 사모펀드 규모 10년 새 22.44조 위안으로 342.6% 증가	38	十年净增超17万亿！中国私募基金迈入22万亿高质量发展新阶段	중국 사모펀드 규모 10년 새 22.44조	23	길이초과(38>24), 원제번역과상이
167438	공모펀드 2분기 연속 팝마트 2700만주 이상 보유 감소	31	新消费投资依然上头：公募大步离场，段永平“抄底”？	공모펀드 2분기 연속 팝마트 2700만주	22	길이초과(31>24), 원제번역과상이
167554	니오, 배터리 교환 시스템으로 신규 규정 유일 예외가 지명	32	对话蔚来创始人李斌：出海2.0、芯片外供、对人形机器人和Robotaxi保持观望	대화 NIO 창립자 리빈: 해외 진출 2.0	24	길이초과(32>24), 원제번역과상이
167443	메이투안, 온라인 의약품 시장 O2O 성장률 15.9% 전망	33	美团、阿里、京东竞逐AI医药服务赛道12934分钟前	메이투안, 알리바바	10	길이초과(33>24), 원제번역과상이
163529	베이징시, 2026년 민영 기업 지원 방안 34개 조치 발표	33	北京推出34项措施支持民营经济发展	베이징, 민간경제 지원 34개 조치 추진	22	길이초과(33>24), 원제번역과상이
166848	중국 1분기 신규위안화대출 8.6 trillion 위안 증가	33	社融增量近15万亿元 金融靠前发力稳增长	사회융자 증가량이 약 15조 위안에 달하며	23	길이초과(33>24), 원제번역과상이
166941	국무원, 약가 관리 강화 조치 발표 및 1분기 무역 총액 15%	35	新华财经晚报：一季度我国货物进出口11.84万亿元 规模创历史同期新高	신화재경만보: 1분기 중국의 화물 수출입	22	길이초과(35>24), 원제번역과상이
165984	텐진 화신타이, 13년 연구끝 칩원자시계 생산라인 가동	30	创新故事丨打造“时间魔盒”——中国芯片原子钟量产纪实	혁신 이야기丨'시간의 마법 상자 만들기'—	23	길이초과(30>24), 원제번역과상이
164326	중국인민은행, 1분기 사회융자 14조 8,300억 위안 증가	33	【金融街发布】人民银行：一季度人民币贷款增加8.6万亿元 社融规模增量累计为14.83...	【금융가 발표】인민은행: 1분기 위안화	21	길이초과(33>24), 원제번역과상이
165889	하이난 소비박람회 국제 브랜드 1000개 참가 인산인해	30	聚焦消博会｜省钱省心“购全球”，消博会为免税经济注入新动能	소비박람회 집중｜돈 아끼고 마음 아끼고	21	길이초과(30>24), 원제번역과상이
165872	양저우 첨단기업 수 2배 증가, 산업수익 40% 기여	29	新思想指引科技强国建设新征程丨加快建设更具竞争力的产业科创名城	새로운 사상이 과학기술 강국 건설의 새로운	23	길이초과(29>24), 원제번역과상이
165005	베이징, "신32조" 통해 2025년 의약 건강 산업 1조 1	34	“新32条”发布 北京创新药政策迭代	신32조" 베이징 혁신 약물 정책 업데이트	23	길이초과(34>24), 원제번역과상이
161999	남극 빙산 A23a 4170제곱킬로미터	21	世界最大冰山崩解“销号” 我国风云气象卫星监测有“绝招”	세계 최대 빙산붕괴 '소호' 중국 풍운기상	23	원제번역과상이
165741	상하이 신산업 생산 가치 올해 첫 두 달 동안 13.8% 증가	34	上海：今年前两个月三大先导产业制造业产值增长13.8%	상하이: 올해 첫 두 달 동안 3대 선도	22	길이초과(34>24), 원제번역과상이
163244	스마트 제조 홍시다 2023년 영업수익 4억 7580만	30	【数读IPO】今日1申购1上市，涉及半导体概念股等	[수독 IPO] 금일 1 청약 1 상장	21	길이초과(30>24), 원제번역과상이
164966	장쑤성 무석시 인재 주택 구매 보조금 최대 40만 위안 지원	33	从“马拉松优惠”到“人才安居补贴” 无锡多维度激活楼市需求	마라톤 혜택"에서 "인재 주거 보조금"	21	길이초과(33>24), 원제번역과상이
164211	4월 13일 마감장 상하이 지수 0.06% 상승, 거래액 9194억 위안	40	收评：创业板指涨0.8% 锂矿、CPO、PCB等板块涨幅靠前	평가: 창업판 지수는 0.8% 상승했	20	길이초과(40>24), 원제번역과상이
163979	국무원, 등급별 진료 체계 구축을 위한 13개 조치 제안	31	分级诊疗新进展：方便群众转诊转院，医保基金倾斜基层	등급별 진료의 새로운 진전: 대중의 전원	22	길이초과(31>24), 원제번역과상이
163871	상하이 지수 0.17% 하락, 창업판 신고점 기록	27	午评：科创50指数涨近1% 宁德时代创历史新高	오평: 과창50지수 1% 가까이 상승	20	길이초과(27>24), 원제번역과상이
164210	2024년 중고소득국 무형자산 투자 GDP 내 비중 14%	32	【财经分析】适应新质生产力发展 无形资产投资将迎快速增长	새로운 질적 생산력에 맞춘 무형자산 투자	22	길이초과(32>24), 원제번역과상이
164003	인공지능이 만든 바이두 총통 계정이 노년층에서 크게 유행	31	嘴上都是“情意”，心里全是生意——警惕“AI霸总”骗老人	말로는 정, 마음속은 장사...노인 속이	22	길이초과(31>24), 원제번역과상이
164091	BYD 2025년 매출 8040억 위안, 순이익 326억 위안	34	比亚迪财务总监周亚琳，年薪1013.5万元！比王传福高近200万元，成A股首位年薪破千万的财务掌门人	BYD 2025년 매출 8040억 위안	21	길이초과(34>24), 원제번역과상이
164074	HSBC 조사: 93% 글로벌 기업, 중국 본토 투자 확대 계획	35	全球目光投向中国！汇丰：93%企业拟增跨境投资，中国内地成最受期待市场	HSBC 조사: 93% 글로벌 기업	19	길이초과(35>24), 원제번역과상이
163861	중국 민항국, 2035년 저고도 경제 시장 규모 3조 5천억 예상	36	成立金融专委会、完善政策工具箱，广州黄埔低空经济加速起飞	중국 민항국, 2035년 저고도 경제 시장	23	길이초과(36>24), 원제번역과상이
161766	중국 정부, 2025년 기초 의료 진료 인원 55억 명 목표 발표	36	医保基金倾斜基层，破解家庭医生“签而难约”	의보기금 기층 쏠림	10	길이초과(36>24), 원제번역과상이
163421	안양시 첨단 기업 440개 돌파, 전통 산업 전환 가속화	31	河南安阳：链接资源，培育创新型产业集群	하남 안양 : 자원 연계	13	길이초과(31>24), 원제번역과상이
161851	중신증권, IPO 정보 추천 제도에 대한 전문가 평가 발표	32	创业板“地方政府推送企业信息新机制”划重点：非必备程序，更非通行证	창업판 "지방 정부 기업 정보 제공 새로운	23	길이초과(32>24), 원제번역과상이
163773	중국 SF 산업, 2025년 매출 1261억 위안 15.7% 증가	36	千亿科幻产业步入“由好转强”关键期 业界期待破解四大发展瓶颈	천억 SF산업 '호전강세' 기틀 잡으면 4	23	길이초과(36>24), 원제번역과상이
161950	실풍문화, AI 장난감 SF-Hola 공개 및 AIGC 기술 적용	36	AI玩具赛道迎质变：模型“套壳”局限未来一两年有望解决，智能体研发加速	AI 장난감 분야 질적 변화 맞이: 모델	22	길이초과(36>24), 원제번역과상이
161987	창업판, 신흥산업 기업 상장 시가총액 30억 위안 이상 기준 발표	36	创业板改革再升级！从三套到四套，注册制下上市公司已逼近600家	창업판, 신흥산업 기업 상장 시가총액	20	길이초과(36>24), 원제번역과상이
161830	복동판 기업들 2025년 순이익 최대 871.4% 급증	30	需求攀升叠加成本上涨 PCB上游覆铜板再现涨价潮 产业链抢滩高端CCL	수요 상승과 비용 상승이 겹친 PCB 상류	23	길이초과(30>24), 원제번역과상이
162198	중국 PPI 3월 0.5% 상승, 원유 가격 영향 확대	30	油价带动PPI强势回升，需警惕中下游制造业利润承压4023小时前	중하위 제조업 이익 압박 4023시간 전	22	길이초과(30>24), 원제번역과상이
162192	트럼프 정부 관세 법적 근거 재판 집중 심리	24	特朗普“122条款”关税案庭审三大看点	트럼프 '122조' 관세법안 재판 3	20	원제번역과상이
161751	중국 내몽골 자유무역시범구 3개 도시 120 평방킬로 지정	32	中国（内蒙古）自由贸易试验区打开向北开放新局面	중국(네이멍구) 자유무역시험구	16	길이초과(32>24), 원제번역과상이
162087	저장성 증권감독관리국, 퉁화순펀드판매에 5건 위반 적발 시정 명령	36	代销龙头再收罚单！同花顺基金销售5项违规遭点名	퉁화순펀드판매에 5건 위반 적발 시정 명령	23	길이초과(36>24), 원제번역과상이
162072	시거 신에너지, 홍콩 IPO 앞두고 화웨이 특허 분쟁 발생	32	【独家】思格新能源上市在即却陷华为专利侵权纠纷，两年间何以实现收入增超150倍？	시거 신에너지, 홍콩 IPO 앞두고 화웨	22	길이초과(32>24), 원제번역과상이
161778	중국 국가의료보험국, 의료보험 기금 관리 강화 조치 시행	31	医保基金新规细化监管红线——守好百姓“救命钱”	의료보험 기금, 규제 레드라인 세분화 -	22	길이초과(31>24), 원제번역과상이
159918	발개위, 시장감독총국, 인터넷판공실, 인터넷 플랫폼 가격 행동 규칙 시행	40	《互联网平台价格行为规则》今起实施	《인터넷 플랫폼 가격 행동 규칙》 오늘부터	23	길이초과(40>24), 원제번역과상이
158583	구안의료 주가 400억 위안 돌파, 30거래일 만에 급등	31	从破净到400亿市值，九安医疗是投机盛宴还是价值重估	주가 하락에서 400억 시가총액으로	19	길이초과(31>24), 원제번역과상이
157838	중국고용연구소, 인공지능이 고용 시장에 양면적 영향	28	人工智能时代，我们如何更好就业创业	인공지능 시대, 우리는 어떻게 하면 더 나	23	길이초과(28>24), 원제번역과상이
158711	중국 저공 경제 분야, 2025 년 자금 조달 71% 증가	32	半年11轮融资落袋 低空经济资本化加速跑	반기 11차례 자금 조달 저고도 경제	20	길이초과(32>24), 원제번역과상이
160756	홍콩 금융당국, 딩뎬핀테크와 HSBC에 스테이블코인 발행 면허 부여	37	首批香港稳定币牌照公布！汇丰银行和碇点金融科技摘获	홍콩 금융당국, 딩뎬핀테크와 HSBC	20	길이초과(37>24), 원제번역과상이
156872	산둥과기대, 광산 안전 채굴 기술로 기업 요구 정확히 대응	32	山东科技大学：推动科技创新与产业创新“无缝对接”	산둥과기대학: 과학기술 혁신과 산업 혁신	22	길이초과(32>24), 원제번역과상이
161163	CISCO 황즈밍 부사장, 중국 스마트 경제 폭발기 돌입	31	对话思科全球副总裁黄志明：AI发展需夯实基础，未来越来越便宜	대화 시스코 글로벌 부사장 황즈밍: AI	22	길이초과(31>24), 원제번역과상이
159873	칭화대, 2025년 인공지능 혁신 인재 양성 프로그램 도입	32	清华大学校长李路明：给每位学生送算力，搭建顶尖AI创新生态	칭화대학교 총장 리루밍: 모든 학생에게	21	길이초과(32>24), 원제번역과상이
161168	상하이 개최 중국 의료기기 박람회 5천개 기업 참가	28	医疗器械进入AI深水区，行业比拼真实落地能力	의료기기가 AI 심층 영역에 진입하여	20	길이초과(28>24), 원제번역과상이
161308	중국 증감위, 창업판 개혁으로 혁신 기업, 신형 소비 기업 상장 지원	38	创业板包容性扩围：为新型消费与现代服务业注入资本活水	창업판 포용적 확대: 신형 소비와 현	20	길이초과(38>24), 원제번역과상이
160461	중흥재광화회계법인에 2억 5200만 위안 벌금 및 영업 중단	33	16名注册会计师受警告 财政部对中兴财光华作出重罚	재정부, 중흥차이광화 중징계 16명 경고	22	길이초과(33>24), 원제번역과상이
160187	교육부, 인공지능 교육 계획 발표로 인재 양성 가속화	29	教育部等五部门：推动人工智能纳入高校基础公共课	교육부 등 5개 부처: 인공지능을 대학	21	길이초과(29>24), 원제번역과상이
160646	중국 5부처, 인공지능 의인화 서비스 관리 방안 7월 시행 예정	35	国家网信办等五部门联合公布《人工智能拟人化互动服务管理暂行办法》	CAC 등 5개 부처가 공동으로 《인공지능	23	길이초과(35>24), 원제번역과상이
158199	진푸테크놀로지 2025년 매출 7억 6천만 위안, 전년比	31	“瓶盖大王”营利双降，金富科技5.71亿跨界寻增	병뚜껑왕' 흑자 동반하락…금부테크	18	길이초과(31>24), 원제번역과상이
160460	하이광 정보 1분기 매출 40.34억 위안, 전년比增长68%	33	【财经分析】一季报业绩披露启幕：芯片、稀有金属等方向表现亮眼	【금융 분석】1분기 실적 발표 시작: 반도체	24	길이초과(33>24), 원제번역과상이
161076	산업정보화부, "15차 5개년 계획" 전자정보 산업 발전 가속	34	工业和信息化部：大力推动人工智能终端迭代升级	공업정보화부: 인공지능 단말기의 반복적인	22	길이초과(34>24), 원제번역과상이
161313	상하이 증권거래소, A주 거래 규칙 개정으로 상승폭 10%로 확대	36	事关主板ST股和创业板！A股两大重磅改革齐落地	상하이 증권거래소, A주 거래 규칙 개정	22	길이초과(36>24), 원제번역과상이
161167	대화증권그룹, 대화증권(중국) 49% 인수 7억 600만 위안	34	又一家外资独资券商来了！	대화증권그룹, 대화증권(중국) 49% 인	22	길이초과(34>24), 원제번역과상이
161077	중국 증권감독관리위원회, 창업판 상장기준 개혁 발표	28	服务新质生产力发展 我国增设创业板第四套上市标准	새로운 질적 생산력 발전을 위해 중국	20	길이초과(28>24), 원제번역과상이
160647	국무원, 허베이성 슝안 하이테크 산업 개발구 국가 지위 승격 승인	36	国家高新技术产业开发区总数达179家	국가 고신기술 산업 개발구의 총수	18	길이초과(36>24), 원제번역과상이
158405	바이웨이 스토리지 2025년 순이익 429% 증가	27	A股存储厂商2025业绩盘点：模组厂一个季度赚足一年利润	바이웨이 스토리지 2025년 순이익	19	길이초과(27>24), 원제번역과상이
157671	중국 A주 지수 하락, 거래량 3,004억 위안 감소	29	收评：沪指震荡调整跌0.72% 算力硬件股逆势走强	평가: 상하이 지수가 0.72% 변동	20	길이초과(29>24), 원제번역과상이
158436	보험 자본, 1300개 기업 보고서 분석 후 200곳 주식 배분	35	红利+科技，险资年度重仓股揭晓	보험 자본, 1300개 기업 보고서 분석	22	길이초과(35>24), 원제번역과상이
156972	AI 집중 펀드 50개 돌파, 최근 1년 최고 269% 수익율	34	聚焦景气度 锚定AI主线 50只基金复权净值创历史新高	경기 집중 AI 테마 50개 펀드 복권	21	길이초과(34>24), 원제번역과상이
156870	산둥 게임 회사, 퇴직 직원 디지털 휴먼으로 사용	27	离职员工成AI数字人，专家：“技术可行”不等于“法律无虞”	퇴사자는 AI 디지털 휴먼	14	길이초과(27>24), 원제번역과상이
157835	국무원, 내몽골 자유무역시범구 건설 계획 발표	25	国务院印发《中国（内蒙古）自由贸易试验区总体方案》	국무원은 《중국(내몽골) 자유무역시험구	21	길이초과(25>24), 원제번역과상이
157296	페이이노 테크 8억 위안 IPO 모금액 대폭 축소	27	IPO雷达 |“国产超声第三”飞依诺负债率奇高，十年缠诉未了添隐忧	IPO 레이더 | '국산 초음파 3위' 페	23	길이초과(27>24), 원제번역과상이
158232	테슬라 신왕다와 협력, 2025년 매출 10% 감소	28	欣旺达装车特斯拉，供应全球车型｜36氪独家	2025년 매출 10% 감소	15	길이초과(28>24), 원제번역과상이
157310	중국 주요 은행 2025년 순이자마진 평균 1.47%, 하락폭 감소	37	上市银行年报观察 | 备受关注的净息差	상장은행연보관찰 | 주목받는 순이자마진	21	길이초과(37>24), 원제번역과상이
158327	산시 위안제, 글로벌 레이저 칩 시장 2025년 6위 달성	32	AI淘金热下的“光源心脏”：源杰半导体冲刺“A+H”上市	AI 골드러시 '광원의 심장' 겐지반도체	22	길이초과(32>24), 원제번역과상이
157673	호주 MOX 채권 발행 규모 1조 759억 마카오 파타카 돌파	34	新财观 | 服务国家大局 联通全球资本：澳门金融多元转型中的ESG实践与国际合作	신재관 | 국가의 대국을 위해 글로벌 자본	23	길이초과(34>24), 원제번역과상이
155656	중국 배당보험 시장 금리 3.9%에서 3.5% 하락	28	分红险演示利率调整在即，要跟上“炒停售”的车吗？	중국 배당보험 시장 금리 3.9%	18	길이초과(28>24), 원제번역과상이
